Time[min];Time[min];Temperature[°C];Reference Temperature[°C];Power[W];Observer state Temperature[°C];Observer state Power[W];Observer state Ambient temperature[°C]
115,92;321,55;96,80;99,00;1600,00;96,98;2032,58;22,00
116,08;321,71;96,70;99,00;1600,00;96,96;2031,54;22,00
116,25;321,88;96,70;99,00;1600,00;96,93;2030,43;22,00
116,42;322,05;96,70;99,00;1600,00;96,90;2029,44;22,00
116,58;322,21;96,70;99,00;1600,00;96,89;2028,55;22,00
116,75;322,38;96,70;99,00;1600,00;96,88;2027,67;22,00
116,92;322,55;96,60;99,00;1600,00;96,84;2026,74;22,00
117,08;322,71;96,60;99,00;1600,00;96,81;2025,82;22,00
117,25;322,88;96,50;99,00;1600,00;96,78;2024,98;22,00
117,42;323,05;96,60;99,00;1600,00;96,78;2024,38;22,00
117,58;323,21;96,50;99,00;1600,00;96,78;2023,76;22,00
117,75;323,38;96,60;99,00;1600,00;96,77;2023,07;22,00
117,92;323,55;96,50;99,00;1600,00;96,76;2022,41;22,00
118,08;323,71;96,60;99,00;1600,00;96,75;2021,82;22,00
118,25;323,88;96,50;99,00;1600,00;96,72;2021,14;22,00
118,42;324,05;96,50;99,00;1600,00;96,70;2020,49;22,00
118,58;324,21;96,50;99,00;1600,00;96,69;2019,95;22,00
118,75;324,38;96,50;99,00;1600,00;96,66;2019,33;22,00
118,92;324,55;96,40;99,00;1600,00;96,61;2018,60;22,00
119,08;324,71;96,30;99,00;1600,00;96,59;2018,15;22,00
119,25;324,88;96,30;99,00;1600,00;96,53;2017,44;22,00
119,42;325,05;96,30;99,00;1600,00;96,50;2016,91;22,00
119,58;325,21;96,30;99,00;1600,00;96,49;2016,49;22,00
119,75;325,38;96,20;99,00;1600,00;96,48;2016,07;22,00
119,92;325,55;96,20;99,00;1600,00;96,42;2015,45;22,00
120,08;325,71;96,20;99,00;1600,00;96,43;2015,21;22,00
120,25;325,88;96,10;99,00;1600,00;96,36;2014,55;22,00
120,42;326,05;96,10;99,00;1600,00;96,31;2014,04;22,00
120,58;326,21;96,10;99,00;1800,00;96,30;2018,64;22,00
120,75;326,38;96,10;99,00;1800,00;96,29;2027,62;22,00
120,92;326,55;96,30;99,00;1800,00;96,33;2036,59;22,00
121,08;326,71;96,30;99,00;1800,00;96,44;2045,54;22,00
121,25;326,88;96,50;99,00;1800,00;96,52;2054,18;22,00
121,42;327,05;96,50;99,00;1800,00;96,63;2062,44;22,00
121,58;327,21;96,70;99,00;1800,00;96,71;2070,15;22,00
121,75;327,38;96,80;99,00;1800,00;96,87;2078,00;22,00
121,92;327,55;96,90;99,00;1800,00;96,96;2085,24;22,00
122,09;327,72;97,00;99,00;1800,00;97,10;2092,39;22,00
122,25;327,88;97,10;99,00;1800,00;97,18;2099,11;22,00
122,42;328,05;97,20;99,00;1800,00;97,31;2105,16;22,00
122,59;328,22;97,30;99,00;1800,00;97,39;2111,31;22,00
122,75;328,38;97,40;99,00;1800,00;97,52;2117,50;22,00
122,92;328,55;97,50;99,00;1800,00;97,57;2123,07;22,00
123,09;328,72;97,50;99,00;1800,00;97,69;2128,79;22,00
123,25;328,88;97,60;99,00;1800,00;97,76;2134,02;22,00
123,42;329,05;97,70;99,00;1800,00;97,84;2139,10;22,00
123,59;329,22;97,80;99,00;1800,00;97,88;2143,77;22,00
123,75;329,38;97,90;99,00;1800,00;98,00;2148,58;22,00
123,92;329,55;97,90;99,00;1800,00;98,06;2153,02;22,00
124,09;329,72;98,00;99,00;1800,00;98,16;2157,50;22,00
124,25;329,88;98,10;99,00;1800,00;98,25;2161,68;22,00
124,42;330,05;98,10;99,00;1800,00;98,32;2165,32;22,00
124,59;330,22;98,20;99,00;1800,00;98,37;2169,05;22,00
124,75;330,38;98,30;99,00;1800,00;98,47;2172,91;22,00
124,92;330,55;98,40;99,00;1700,00;98,50;2173,79;22,00
125,09;330,72;98,50;99,00;1700,00;98,62;2172,80;22,00
125,25;330,88;98,40;99,00;1700,00;98,63;2171,32;22,00
125,42;331,05;98,40;99,00;1700,00;98,67;2170,00;22,00
125,59;331,22;98,40;99,00;0,00;98,63;2134,83;22,00
125,75;331,38;98,50;99,00;0,00;98,63;2054,49;22,00
